discordUser,member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_gbm_year,gbm_ratio,n_social_year,social_ratio,n_hello_world_year,hello_world_ratio,n_sponsorship_year,sponsorship_ratio,n_tech_exploration_year,tech_exploration_ratio,n_class_support_year,class_support_ratio,n_workshop_year,workshop_ratio,n_ops_year,ops_ratio,n_collabs_year,collabs_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,class,major,school,gender,race_or_ethnicity,y_paid_dues
dylanmc1ntee,155,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,438,0,58,6,2,8,Junior,Computer Science,University of Central Florida,Man,White,0
.harleyquinn420,170,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,350,1,13,5,4,16,Junior,Computer Science,University of Central Florida,Woman,White,0
jusskickz,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,182,0,5,2,2,5,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
xAnahel ,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,1,1,833,0,0,0,0,5,Junior,Computer Science,University of Central Florida,Man,Black or African American,0
itsdawg,302,3,4,1,2,0.6666666666666666,0,,0,,0,,0,,0,,0,,1,0.3333333333333333,0,,0,,0,1,1,869,0,112,90,4,18,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
juno_.,299,4,9,1,1,0.25,0,,1,0.25,0,,0,,1,0.25,0,,1,0.25,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
intoward,88,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Other,0
beef_broccoli,155,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
ke1ee,104,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,104,0,1,1,1,8,Junior,Computer Science,University of Central Florida,Man,White,0
amdg_,309,2,2,1,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,0,0,1,602,1,965,158,11,14,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
must108,309,17,20,8,3,0.17647058823529413,2,0.11764705882352941,2,0.11764705882352941,1,0.058823529411764705,2,0.11764705882352941,1,0.058823529411764705,1,0.058823529411764705,5,0.29411764705882354,0,,19,9.26315789473684,1,1,1,773,1,5933,282,20,34,Junior,Computer Science,University of Central Florida,Man,Asian,0
auro_rae,301,2,2,1,0,,0,,0,,0,,0,,1,0.5,0,,1,0.5,0,,0,,0,1,1,930,0,2,1,1,19,Senior,Computer Science,University of Central Florida,Woman,Asian,0
floatbob,288,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1301,0,123,20,3,7,Senior,Computer Science,Florida International University,Man,Black or African American,0
iandnr,150,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,232,0,1,1,1,10,Junior,Computer Science,Valencia College,Man,Hispanic / Latino / Spanish Origin,0
quocthai2004,149,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,404,0,5,1,1,1,Senior,Computer Science,University of Central Florida,Man,Asian,0
mirage.tsx,285,3,3,2,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,0,,0,,0,0,1,1262,1,259,78,8,24,Senior,Computer Science,University of Central Florida,Man,Asian,0
jumpman2704,308,4,5,2,1,0.25,0,,0,,0,,1,0.25,1,0.25,0,,1,0.25,0,,0,,0,0,1,390,0,1,1,1,3,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
mossillus,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,74,0,8,3,5,1,Senior,Other,University of Central Florida,Prefer not to answer,Prefer not to answer,0
gilyx7_03920,69,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,69,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
new_user1209,78,5,5,2,2,0.4,0,,1,0.2,2,0.4,0,,0,,0,,0,,0,,0,,0,1,1,81,0,1,1,1,2,Junior,Computer Science,Seminole State College of Florida,Man,Prefer not to answer,0
jerventure.,88,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Engineering,University of Central Florida,Man,White,0
jamholm,140,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,798,0,2,1,1,3,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
na_istam,110,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,374,0,0,0,0,1,Graduate,Computer Science,University of Central Florida,Woman,Asian,0
maoyda,120,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,427,0,0,0,0,13,Senior,Computer Science,Valencia College,Woman,Asian,0
joshua.i777,119,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,123,0,5,2,2,2,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
whatupnab,106,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,151,0,1,1,1,2,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
lospapasgrandes,106,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,97,0,1,1,1,1,Freshman,Computer Science,University of Florida,Man,Prefer not to answer,0
adithi,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,55,0,3,1,1,1,Senior,Other,University of Central Florida,Prefer not to answer,Prefer not to answer,0
pko711,78,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,77,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
fusionbolt350,88,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,87,0,1,1,1,11,Junior,Computer Science,University of Central Florida,Woman,Asian,0
issie0107,88,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,87,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
xtreamwafflepowers2,86,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,205,0,2,1,1,1,Freshman,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
jackcct,86,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,139,0,1,1,1,3,Sophomore,Computer Science,University of Central Florida,Man,White,0
alexndry,86,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,85,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,Asian,0
kingautist,85,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,84,0,4,2,2,6,High School,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
madammandela,86,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,85,0,1,1,1,4,Junior,Digital Media,University of Central Florida,Prefer not to answer,Prefer not to answer,0
breadspread5,86,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,162,0,3,2,1,6,Freshman,Information Technology,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
phyll724,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,60,0,1,1,1,1,High School,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
oliverfeher,53,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,287,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,White,0
janiyah.lanell,36,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,271,0,8,5,3,2,Sophomore,Computer Science,University of Central Florida,Woman,Black or African American,0
levitate007,74,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,75,0,1,1,1,2,Freshman,Computer Science,University of Central Florida,Man,Asian,0
akashganji,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,55,0,3,1,1,1,Junior,Computer Science,University of Central Florida,Man,Asian,0
alexdreyesz,63,1,2,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,508,0,11,4,2,10,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
pizzatime27,50,2,2,1,1,0.5,0,,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,0,1,297,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
bubblie,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,404,0,42,3,1,2,Senior,Computer Science,University of Central Florida,Man,Asian,0
a_n3lly_a,24,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,41,0,1,1,1,2,Senior,Computer Science,University of South Florida,Prefer not to answer,Prefer not to answer,0
kingsavage7112,18,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,50,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,Asian,0
shery_07,68,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,68,0,2,1,1,1,High School,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
reversedblast,306,2,2,1,0,,0,,0,,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,1,1,304,0,1,1,1,2,Junior,Computer Science,University of Florida,Man,Hispanic / Latino / Spanish Origin,0
suomi180,50,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,49,0,1,1,1,3,Freshman,Computer Science,University of Central Florida,Man,White,0
nateatnite,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1830,0,4,1,1,16,Alumni,Computer Science,University of Central Florida,Man,White,0
adams_64064,18,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,40,0,5,3,3,2,Junior,Information Technology,Edison State College,Man,White,0
h20struckmars,77,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,86,1,1,1,1,4,Alumni,Digital Media,University of Central Florida,Man,White,0
thicccchin0728,76,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,75,0,1,1,1,1,High School,Electrical Engineering,University of Central Florida,Man,White,0
ibr_y,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
neonsprig,76,2,2,1,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,0,1,75,0,11,7,5,5,Sophomore,Other,University of Central Florida,Man,White,0
vversal,68,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,68,1,1,1,1,11,Freshman,Computer Science,University of Central Florida,Man,Prefer not to answer,0
gxbzuul,36,1,1,1,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,0,1,42,0,2,1,1,8,High School,Computer Science,University of Central Florida,Man,Black or African American,0
z.aminatt,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,145,0,5,4,2,2,Junior,Computer Science,University of Central Florida,Woman,Asian,0
kxm04,68,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,152,0,1,1,1,5,Junior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
tanishfrfr,56,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,798,0,0,0,0,7,Junior,Computer Science,University of Central Florida,Man,Asian,0
adam4547,35,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,757,1,18,7,5,8,Senior,Information Technology,University of Central Florida,Man,Prefer not to answer,0
eladfridm.,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,34,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Man,White,0
pickstealer,68,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,70,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,Asian,0
stevenc15,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,69,0,10,2,2,2,Graduate,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
jzee10.,76,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,85,0,1,1,1,2,Freshman,Information Technology,University of Central Florida,Prefer not to answer,Prefer not to answer,0
lil_bean593,76,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,814,0,0,0,0,13,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
banditpanda26,68,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,67,0,1,1,1,2,Senior,Computer Science,Florida International University,Man,Hispanic / Latino / Spanish Origin,0
zygo.z,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,78,0,1,1,1,2,Freshman,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
bunrieuhieu,15,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,14,0,1,1,1,1,Senior,Computer Engineering,University of Central Florida,Prefer not to answer,Prefer not to answer,0
seathrulens,35,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,0,1,358,0,1,1,1,1,High School,Information Technology,University of Central Florida,Man,White,0
dumblilgoober,49,4,4,1,1,0.25,0,,1,0.25,0,,0,,0,,0,,0,,2,0.5,0,,0,0,1,98,0,1,1,1,4,Sophomore,Computer Science,University of Central Florida,Man,White,0
flow_rita,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,72,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
nyxbird,76,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,77,0,1,1,1,6,Freshman,Computer Science,University of Central Florida,Non-binary,Black or African American,0
yoxela,12,2,2,2,0,,0,,0,,0,,1,0.5,0,,0,,0,,1,0.5,0,,0,0,1,181,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
diddlyh,56,3,3,2,0,,0,,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,0,,1,0.3333333333333333,0,,0,0,1,67,0,8,3,2,1,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
agus_marmor,34,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,35,0,244,12,5,7,Junior,Computer Engineering,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
imadethisaccountforclubs,70,5,4,2,1,0.2,0,,1,0.2,0,,0,,1,0.2,0,,1,0.2,1,0.2,2,8,1,1,1,70,0,1,1,1,2,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
rebornsama,22,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,21,0,2,2,2,2,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
alex123spam,56,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,498,0,14,3,1,0,Senior,Computer Science,University of Central Florida,Man,White,0
enzodepaula0883,49,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,0,1,50,0,3,1,2,1,Freshman,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
asia045922,12,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,11,0,1,1,1,1,Junior,Information Technology,University of Central Florida,Woman,Black or African American,0
gochoprimo,34,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,42,0,1,1,1,2,Senior,Computer Science,Florida International University,Man,Hispanic / Latino / Spanish Origin,0
.farrie,33,2,2,2,0,,0,,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,1,1,33,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,White,0
gman54,56,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,287,0,1,1,1,1,Senior,Information Technology,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
nermer,67,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,68,0,1,1,1,4,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
anaaclra,12,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,319,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
snoh0,33,2,2,2,0,,0,,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,1,1,45,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
scarabnk,76,5,5,1,2,0.4,0,,2,0.4,0,,0,,0,,0,,0,,1,0.2,0,,0,0,1,137,0,3,2,2,5,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
sloth0727,21,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,39,0,1,1,1,2,Junior,Digital Media,University of Central Florida,Man,Asian,0
therealfajita,49,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,1,1,77,0,1,1,1,2,Freshman,Computer Science,University of Central Florida,Man,Asian,0
hena0408,12,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,296,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Woman,White,0
haunted_fox_35803,21,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,21,0,1,1,1,2,Graduate,Information Technology,University of Maryland College Park,Man,Prefer not to answer,0
thalia_vanto33,72,2,2,1,0,,0,,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Information Technology,University of Central Florida,Woman,Asian,0
dabuggie,48,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,67,1,1,1,1,4,Freshman,Computer Science,University of Central Florida,Man,Asian,0
isabella.moreno2805,12,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,11,0,1,1,1,1,Alumni,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
glowlexx,71,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,133,0,1,1,1,4,Junior,Computer Science,Florida International University,Woman,Hispanic / Latino / Spanish Origin,0
mosunna,61,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,181,0,18,4,3,5,Junior,Computer Science,University of Central Florida,Man,Black or African American,0
collateralconscience,48,3,2,1,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,0,,0,0,1,153,0,1,1,1,9,Senior,Computer Science,University of Central Florida,Man,White,0
h2006,32,1,0,0,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,67,0,1,1,1,2,Freshman,Computer Science,University of Central Florida,Man,Asian,0
nobody5814,48,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,73,0,1,1,1,2,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
asri11,19,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,19,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
alex.1394,55,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,58,0,1,1,1,1,Senior,Computer Science,Florida International University,Man,Prefer not to answer,0
shadowcadet2004,48,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,552,0,0,0,0,10,Junior,Computer Science,University of Central Florida,Woman,White,0
ep.130,32,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,40,1,1,1,1,4,Senior,Information Technology,University of Central Florida,Woman,Prefer not to answer,0
swayam_pyse_40075,48,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,83,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,Asian,0
sonigom,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,779,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
iggyistheone,309,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,402,0,0,0,0,1,Freshman,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
eamia,32,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,41,1,49,3,3,10,Sophomore,Data Science,University of Central Florida,Woman,Asian,0
wwplays,307,1,2,1,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,0,1,438,0,8,6,4,11,Junior,Computer Science,University of Central Florida,Man,White,0
datboi.,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,449,0,2,2,2,14,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
simhozebs,67,0,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,927,0,98,29,8,16,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
basorexia,32,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,200,0,3,1,2,2,Sophomore,Computer Science,University of Central Florida,Woman,White,0
yancatcher89,55,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,449,0,1,1,1,3,Junior,Computer Science,University of Central Florida,Man,White,0
_mae6,48,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,47,0,1,1,1,8,Junior,Computer Science,University of Central Florida,Woman,Other,0
joniel17,55,3,3,2,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,1,0.3333333333333333,0,,0,0,1,54,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
raul12023,48,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,60,1,1,1,1,5,Freshman,Mechanical Engineering,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
bryypena,32,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,36,0,1,1,1,2,Sophomore,Biology,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
the_real_link_from_zelda,55,2,2,2,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,,0,1,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
ciscomode,47,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,46,0,5,3,4,6,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
alterex1,29,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,37,1,3,3,3,12,Graduate,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
yasbot,47,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,245,0,478,57,10,4,Senior,Computer Science,University of Central Florida,Woman,White,0
khadi_22,47,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,0,1,386,0,341,50,6,8,Senior,Computer Science,University of Central Florida,Man,Asian,0
antjutsu,309,9,10,4,1,0.1111111111111111,0,,2,0.2222222222222222,0,,1,0.1111111111111111,3,0.3333333333333333,0,,2,0.2222222222222222,0,,0,,0,0,1,460,1,86,30,4,18,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
usafbratdardar,55,3,3,2,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,0,,0,1,1,813,1,0,0,0,10,Junior,Computer Science,University of Central Florida,Man,Black or African American,0
emanuelvargas0791_03859,67,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,69,0,2,1,1,5,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
megamaster89,55,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,73,0,1,1,1,1,High School,Computer Science,University of Central Florida,Prefer not to answer,Hispanic / Latino / Spanish Origin,0
mia.marshmallow,47,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,62,1,1,1,1,10,Senior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
kiwibrit,55,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,105,0,2,1,2,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
jennamags123_35869,46,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,152,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
r2ro_h,55,4,3,2,1,0.25,1,0.25,0,,0,,0,,0,,0,,0,,2,0.5,0,,0,1,1,73,0,4,3,2,2,Sophomore,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
ellllllllliiiiiiii,67,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,402,0,0,0,0,3,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
rudyraccoon,70,2,2,1,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,0,1,438,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
alyssabd,46,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,409,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
jigsterk11,70,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,100,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
dylan_85092,67,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,416,0,0,0,0,6,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
artificejojo,55,2,2,2,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,181,0,1,1,1,8,High School,Computer Science,University of Central Florida,Man,Asian,0
pallavi_53612,45,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,45,0,1,1,1,1,Graduate,Computer Science,University of North Carolina at Charlotte,Prefer not to answer,Prefer not to answer,0
