member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_workshops_year,n_socials_year,workshop_ratio,social_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,y_paid_dues,n_other_events,other_ratio,school_grouped,major_grouped,level_grouped,tenure_years,is_discord_active
77,14,14,7,1,0,0.07142857142857142,0.0,14,9.21428571428571,1,1,1,208.0,1,43,16,8,20,1,13,0.9285714285714286,UCF,Tech,Undergraduate,0.21095890410958903,1
69,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,68.0,0,1,1,1,5,1,0,0.0,UCF,Tech,Undergraduate,0.18904109589041096,1
74,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,105.0,0,2,2,2,6,1,1,1.0,UCF,Tech,Undergraduate,0.20273972602739726,1
309,14,14,8,3,1,0.21428571428571427,0.07142857142857142,0,9.084256095825644,0,1,1,471.0,1,410,34,7,14,1,10,0.7142857142857143,UCF,Tech,Undergraduate,0.8465753424657534,1
308,42,39,10,14,1,0.3333333333333333,0.023809523809523808,42,10.0,1,0,1,432.0,1,129,45,8,29,1,27,0.6428571428571429,UCF,Tech,Undergraduate,0.8438356164383561,1
76,5,5,2,0,1,0.0,0.2,0,9.084256095825644,0,1,1,214.0,1,220,19,3,17,1,4,0.8,UCF,Tech,Undergraduate,0.20821917808219179,1
36,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,66.0,1,1,1,1,13,1,2,1.0,UCF,Tech,Grad/Other,0.09863013698630137,1
74,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,74.0,0,2,2,2,4,1,2,1.0,UCF,Tech,Undergraduate,0.20273972602739726,1
76,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,76.0,0,3,3,2,8,1,1,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
77,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,79.0,0,1,1,1,2,1,1,1.0,UCF,Tech,Grad/Other,0.21095890410958903,1
70,11,11,4,7,0,0.6363636363636364,0.0,0,9.084256095825644,0,1,1,82.0,0,44,11,8,6,1,4,0.36363636363636365,UCF,Tech,Grad/Other,0.1917808219178082,1
76,5,5,2,1,0,0.2,0.0,5,10.0,1,1,1,182.0,1,7,4,4,9,1,4,0.8,UCF,Tech,Undergraduate,0.20821917808219179,1
17,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,139.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Grad/Other,0.04657534246575343,1
169,11,11,5,5,0,0.45454545454545453,0.0,0,9.084256095825644,0,0,1,856.0,1,7395,331,27,40,1,6,0.5454545454545454,UCF,Tech,Undergraduate,0.46301369863013697,1
69,7,7,2,2,0,0.2857142857142857,0.0,0,9.084256095825644,0,1,1,85.0,1,113,27,8,10,1,5,0.7142857142857143,UCF,Tech,Undergraduate,0.18904109589041096,1
298,17,17,9,8,0,0.47058823529411764,0.0,2,10.0,1,1,1,440.0,1,2,2,2,18,1,9,0.5294117647058824,UCF,Tech,Grad/Other,0.8164383561643835,1
73,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,73.0,0,1,1,1,4,1,1,1.0,UCF,Tech,Undergraduate,0.2,1
63,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,66.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Undergraduate,0.1726027397260274,1
77,5,5,3,3,0,0.6,0.0,0,9.084256095825644,0,1,1,81.0,1,27,3,5,10,1,2,0.4,UCF,Tech,Undergraduate,0.21095890410958903,1
285,37,36,8,12,1,0.32432432432432434,0.02702702702702703,37,8.0,1,1,1,307.0,1,7,7,4,21,1,24,0.6486486486486487,UCF,Tech,Undergraduate,0.7808219178082192,1
76,13,13,5,8,0,0.6153846153846154,0.0,0,9.084256095825644,0,1,1,402.0,0,81,20,7,12,1,5,0.38461538461538464,UCF,Tech,Undergraduate,0.20821917808219179,1
73,6,6,3,1,0,0.16666666666666666,0.0,0,9.084256095825644,0,0,1,148.0,0,9,2,2,11,1,5,0.8333333333333334,UCF,Tech,Undergraduate,0.2,1
76,3,3,3,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,1,1,358.0,1,3,2,2,10,1,2,0.6666666666666666,UCF,Tech,Undergraduate,0.20821917808219179,1
63,6,6,3,2,1,0.3333333333333333,0.16666666666666666,0,9.084256095825644,0,1,1,1903.0,1,30,11,2,21,1,3,0.5,UCF,Tech,Undergraduate,0.1726027397260274,1
74,11,11,6,5,0,0.45454545454545453,0.0,0,9.084256095825644,0,1,1,85.0,0,1,1,1,5,1,6,0.5454545454545454,UCF,Tech,Undergraduate,0.20273972602739726,1
76,8,8,6,0,1,0.0,0.125,1,9.0,1,0,1,76.0,0,1,1,1,5,1,7,0.875,UCF,Tech,Undergraduate,0.20821917808219179,1
308,5,3,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,389.0,0,0,0,0,4,1,5,1.0,UCF,Tech,Undergraduate,0.8438356164383561,0
16,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1159.0,0,24,6,3,14,1,0,0.0,UCF,Tech,Undergraduate,0.043835616438356165,1
49,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,48.0,0,2,1,2,1,1,0,0.0,UCF,Tech,Grad/Other,0.13424657534246576,1
73,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,813.0,0,0,0,0,0,1,0,0.0,UCF,Tech,Undergraduate,0.2,0
56,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,105.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Undergraduate,0.15342465753424658,1
63,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,1,1,85.0,0,1,1,1,8,1,1,0.5,UCF,Tech,Undergraduate,0.1726027397260274,1
72,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,72.0,0,1,1,1,4,1,0,0.0,UCF,Other,Undergraduate,0.19726027397260273,1
76,8,8,7,1,0,0.125,0.0,0,9.084256095825644,0,1,1,75.0,0,1,1,1,5,1,7,0.875,UCF,Tech,Undergraduate,0.20821917808219179,1
67,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,151.0,0,734,37,3,8,1,0,0.0,UCF,Tech,Undergraduate,0.18356164383561643,1
63,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,62.0,0,1,1,1,2,1,1,1.0,UCF,Tech,Undergraduate,0.1726027397260274,1
76,2,2,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,75.0,0,1,1,1,4,1,2,1.0,UCF,Tech,Grad/Other,0.20821917808219179,1
67,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,67.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.18356164383561643,1
72,4,4,1,1,0,0.25,0.0,0,9.084256095825644,0,1,1,77.0,0,1,1,1,9,1,3,0.75,UCF,Tech,Undergraduate,0.19726027397260273,1
62,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,105.0,0,3,3,2,3,1,2,1.0,UCF,Other,Undergraduate,0.16986301369863013,1
72,6,6,4,1,0,0.16666666666666666,0.0,0,9.084256095825644,0,1,1,449.0,0,13,9,3,11,1,5,0.8333333333333334,UCF,Tech,Undergraduate,0.19726027397260273,1
76,11,11,7,2,0,0.18181818181818182,0.0,0,9.084256095825644,0,1,1,437.0,1,1,1,1,14,1,9,0.8181818181818182,UCF,Tech,Undergraduate,0.20821917808219179,1
49,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,145.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.13424657534246576,1
22,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,79.0,0,1,1,1,4,1,0,0.0,UCF,Other,Undergraduate,0.06027397260273973,1
292,11,10,2,4,0,0.36363636363636365,0.0,0,9.084256095825644,0,1,1,941.0,1,83,22,4,24,1,7,0.6363636363636364,UCF,Tech,Undergraduate,0.8,1
84,8,8,4,1,0,0.125,0.0,0,9.084256095825644,0,1,1,813.0,1,51,13,3,14,1,7,0.875,UCF,Tech,Undergraduate,0.23013698630136986,1
76,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,75.0,0,1,1,1,4,1,1,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
72,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,76.0,1,2,2,2,6,1,0,0.0,UCF,Tech,Undergraduate,0.19726027397260273,1
79,5,5,1,1,0,0.2,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,1,4,0.8,UCF,Other,Undergraduate,0.21643835616438356,0
62,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,460.0,1,2,2,2,20,1,1,1.0,UCF,Tech,Undergraduate,0.16986301369863013,1
84,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,105.0,1,6,4,3,11,1,0,0.0,UCF,Tech,Undergraduate,0.23013698630136986,1
76,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,449.0,0,0,0,0,9,1,0,0.0,UCF,Tech,Undergraduate,0.20821917808219179,0
76,4,4,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,75.0,0,1,1,1,5,1,4,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
308,13,12,5,5,0,0.38461538461538464,0.0,0,9.084256095825644,0,1,1,1208.0,0,27,20,8,10,1,8,0.6153846153846154,UCF,Tech,Undergraduate,0.8438356164383561,1
62,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,428.0,0,0,0,0,5,1,0,0.0,UCF,Tech,Grad/Other,0.16986301369863013,0
309,26,24,8,10,1,0.38461538461538464,0.038461538461538464,24,7.04166666666667,1,1,1,454.0,1,165,63,11,20,1,15,0.5769230769230769,UCF,Tech,Undergraduate,0.8465753424657534,1
147,2,2,2,0,0,0.0,0.0,1,9.0,1,1,1,429.0,1,172,28,6,23,1,2,1.0,UCF,Tech,Undergraduate,0.40273972602739727,1
76,3,3,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,184.0,1,1,1,1,8,1,3,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
55,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,104.0,1,1,1,1,9,1,0,0.0,UCF,Tech,Undergraduate,0.1506849315068493,1
53,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,229.0,0,1,1,1,12,1,1,1.0,UCF,Tech,Undergraduate,0.14520547945205478,1
76,9,9,5,0,0,0.0,0.0,0,9.084256095825644,0,1,1,105.0,0,1,1,1,5,1,9,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
71,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,96.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.19452054794520549,1
55,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,1,1,54.0,0,36,7,6,5,1,1,0.5,UCF,Tech,Undergraduate,0.1506849315068493,1
76,3,3,2,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,1,1,75.0,1,18,4,3,8,1,2,0.6666666666666666,UCF,Tech,Undergraduate,0.20821917808219179,1
60,8,8,3,7,0,0.875,0.0,0,9.084256095825644,0,1,1,85.0,0,1,1,1,5,1,1,0.125,UCF,Tech,Undergraduate,0.1643835616438356,1
71,5,5,4,1,0,0.2,0.0,0,9.084256095825644,0,1,1,128.0,1,8,6,4,19,1,4,0.8,UCF,Tech,Undergraduate,0.19452054794520549,1
76,4,4,1,1,0,0.25,0.0,0,9.084256095825644,0,0,1,85.0,0,1,1,1,5,1,3,0.75,UCF,Tech,Undergraduate,0.20821917808219179,1
308,10,10,4,5,0,0.5,0.0,0,9.084256095825644,0,1,1,476.0,0,55,16,5,14,1,5,0.5,UCF,Tech,Undergraduate,0.8438356164383561,1
308,8,8,3,7,0,0.875,0.0,0,9.084256095825644,0,1,1,449.0,1,0,0,0,11,1,1,0.125,UCF,Tech,Undergraduate,0.8438356164383561,0
308,25,25,9,11,0,0.44,0.0,13,9.69230769230769,1,1,1,446.0,1,35,15,4,23,1,14,0.56,UCF,Tech,Undergraduate,0.8438356164383561,1
69,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,66.0,0,1,1,1,1,1,2,1.0,UCF,Tech,Undergraduate,0.18904109589041096,1
55,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,669.0,0,0,0,0,5,1,0,0.0,UCF,Tech,Undergraduate,0.1506849315068493,0
308,5,5,2,1,1,0.2,0.2,1,10.0,1,1,1,524.0,1,66,24,12,18,1,3,0.6,UCF,Tech,Undergraduate,0.8438356164383561,1
308,6,6,2,1,1,0.16666666666666666,0.16666666666666666,0,9.084256095825644,0,1,1,305.0,0,9,5,3,15,1,4,0.6666666666666666,UCF,Tech,Undergraduate,0.8438356164383561,1
309,16,16,3,4,0,0.25,0.0,0,9.084256095825644,0,1,1,813.0,1,711,132,11,25,1,12,0.75,UCF,Tech,Undergraduate,0.8465753424657534,1
76,5,5,4,0,0,0.0,0.0,0,9.084256095825644,0,0,1,576.0,1,200,51,8,7,1,5,1.0,UCF,Other,Undergraduate,0.20821917808219179,1
70,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,105.0,0,2,1,1,5,1,1,1.0,UCF,Other,Undergraduate,0.1917808219178082,1
309,11,11,4,0,0,0.0,0.0,0,9.084256095825644,0,1,1,797.0,1,3,1,1,21,1,11,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
76,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,85.0,0,15,7,7,1,1,0,0.0,UCF,Other,Grad/Other,0.20821917808219179,1
70,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,780.0,0,0,0,0,11,1,1,1.0,UCF,Tech,Undergraduate,0.1917808219178082,0
76,7,7,4,2,0,0.2857142857142857,0.0,0,9.084256095825644,0,1,1,1020.0,0,6,3,1,17,1,5,0.7142857142857143,UCF,Tech,Undergraduate,0.20821917808219179,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,85.0,0,2,2,2,2,1,0,0.0,UCF,Tech,Grad/Other,0.1917808219178082,1
83,11,11,4,3,0,0.2727272727272727,0.0,0,9.084256095825644,0,1,1,122.0,0,21,6,3,6,1,8,0.7272727272727273,UCF,Tech,Grad/Other,0.2273972602739726,1
75,3,3,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1011.0,0,4,2,1,4,1,3,1.0,UCF,Tech,Undergraduate,0.2054794520547945,1
32,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,182.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Undergraduate,0.08767123287671233,1
309,16,15,2,9,1,0.5625,0.0625,1,10.0,1,0,1,888.0,1,5886,305,17,21,1,6,0.375,UCF,Tech,Undergraduate,0.8465753424657534,1
75,5,5,3,3,0,0.6,0.0,0,9.084256095825644,0,1,1,76.0,0,80,11,4,9,1,2,0.4,UCF,Tech,Undergraduate,0.2054794520547945,1
176,22,22,7,9,1,0.4090909090909091,0.045454545454545456,19,9.89473684210526,1,1,1,426.0,1,784,79,12,20,1,12,0.5454545454545454,UCF,Tech,Undergraduate,0.4821917808219178,1
75,14,14,8,5,1,0.35714285714285715,0.07142857142857142,0,9.084256095825644,0,1,1,76.0,1,7,3,3,12,1,8,0.5714285714285714,UCF,Tech,Undergraduate,0.2054794520547945,1
67,3,3,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,98.0,0,85,5,3,6,1,3,1.0,UCF,Tech,Grad/Other,0.18356164383561643,1
75,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,75.0,0,2,1,1,1,1,0,0.0,UCF,Other,Grad/Other,0.2054794520547945,1
76,7,7,3,3,0,0.42857142857142855,0.0,0,9.084256095825644,0,1,1,449.0,1,0,0,0,21,1,4,0.5714285714285714,UCF,Tech,Undergraduate,0.20821917808219179,0
306,26,24,5,14,1,0.5384615384615384,0.038461538461538464,1,8.0,1,1,1,402.0,1,400,55,9,13,1,11,0.4230769230769231,UCF,Tech,Undergraduate,0.8383561643835616,1
75,5,5,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,309.0,1,2,2,2,17,1,5,1.0,UCF,Tech,Undergraduate,0.2054794520547945,1
75,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,54.0,0,0,0,0,0,1,2,1.0,UCF,Tech,Undergraduate,0.2054794520547945,0
75,3,3,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,429.0,0,2,1,1,4,1,3,1.0,UCF,Tech,Undergraduate,0.2054794520547945,1
75,7,7,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,76.0,0,2,2,2,7,1,7,1.0,UCF,Tech,Undergraduate,0.2054794520547945,1
70,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,1,1,75.0,0,1,1,1,4,1,1,0.5,UCF,Tech,Undergraduate,0.1917808219178082,1
290,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,492.0,0,0,0,0,9,1,0,0.0,UCF,Tech,Undergraduate,0.7945205479452054,0
44,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,27.0,0,3,1,3,8,1,0,0.0,UCF,Tech,Undergraduate,0.12054794520547946,1
75,6,6,3,1,0,0.16666666666666666,0.0,0,9.084256095825644,0,1,1,85.0,1,8,4,2,10,1,5,0.8333333333333334,UCF,Tech,Undergraduate,0.2054794520547945,1
54,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,278.0,1,154,44,6,10,1,0,0.0,UCF,Tech,Undergraduate,0.14794520547945206,1
67,5,5,2,1,2,0.2,0.4,0,9.084256095825644,0,0,1,105.0,1,2,2,2,10,1,2,0.4,UCF,Tech,Undergraduate,0.18356164383561643,1
54,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,144.0,0,4,1,2,2,1,0,0.0,UCF,Tech,Undergraduate,0.14794520547945206,1
75,3,3,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,116.0,0,7,7,4,5,1,3,1.0,UCF,Tech,Undergraduate,0.2054794520547945,1
43,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,249.0,1,1,1,1,7,1,0,0.0,UCF,Tech,Undergraduate,0.1178082191780822,1
275,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,926.0,0,0,0,0,3,1,0,0.0,UCF,Tech,Undergraduate,0.7534246575342466,0
75,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,178.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Undergraduate,0.2054794520547945,1
70,5,5,2,1,0,0.2,0.0,0,9.084256095825644,0,0,1,85.0,0,1,1,1,9,1,4,0.8,UCF,Tech,Undergraduate,0.1917808219178082,1
74,8,8,3,1,1,0.125,0.125,0,9.084256095825644,0,1,1,444.0,0,0,0,0,8,1,6,0.75,UCF,Tech,Grad/Other,0.20273972602739726,0
54,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,306.0,0,1,1,1,2,1,0,0.0,UCF,Tech,Undergraduate,0.14794520547945206,1
76,4,4,2,1,0,0.25,0.0,0,9.084256095825644,0,0,1,448.0,1,20,5,2,12,1,3,0.75,UCF,Tech,Undergraduate,0.20821917808219179,1
74,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,75.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.20273972602739726,1
54,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,53.0,0,6,3,3,1,1,0,0.0,UCF,Tech,Undergraduate,0.14794520547945206,1
43,3,3,2,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,1,1,459.0,1,2,1,1,9,1,2,0.6666666666666666,UCF,Tech,Undergraduate,0.1178082191780822,1
43,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,429.0,0,4,2,1,9,1,0,0.0,UCF,Tech,Undergraduate,0.1178082191780822,1
74,8,8,3,1,1,0.125,0.125,0,9.084256095825644,0,1,1,444.0,1,0,0,0,7,1,6,0.75,UCF,Tech,Undergraduate,0.20273972602739726,0
70,11,11,6,5,0,0.45454545454545453,0.0,0,9.084256095825644,0,1,1,88.0,0,153,10,8,6,1,6,0.5454545454545454,UCF,Other,Grad/Other,0.1917808219178082,1
41,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,40.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.11232876712328767,1
96,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,103.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.26301369863013696,1
155,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,210.0,0,420,95,10,15,1,2,1.0,UCF,Tech,Undergraduate,0.4246575342465753,1
84,2,2,2,1,0,0.5,0.0,0,9.084256095825644,0,1,1,141.0,0,3,2,2,2,1,1,0.5,UCF,Tech,Undergraduate,0.23013698630136986,1
40,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,68.0,0,1,1,1,1,1,0,0.0,UCF,Tech,Undergraduate,0.1095890410958904,1
84,5,5,2,4,0,0.8,0.0,0,9.084256095825644,0,0,1,84.0,0,1,1,1,1,1,1,0.2,UCF,Tech,Undergraduate,0.23013698630136986,1
308,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,0,1,552.0,0,0,0,0,11,0,1,0.5,UCF,Tech,Undergraduate,0.8438356164383561,0
76,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,84.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.20821917808219179,1
309,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1177.0,0,5,1,1,10,0,2,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,1,1,418.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,807.0,1,4,4,1,14,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,631.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
307,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,0,1,1524.0,0,6,5,2,13,0,1,0.5,UCF,Tech,Undergraduate,0.8410958904109589,1
309,5,5,2,1,0,0.2,0.0,0,9.084256095825644,0,0,1,449.0,0,2,2,2,13,0,4,0.8,UCF,Tech,Undergraduate,0.8465753424657534,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,448.0,0,5,2,1,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,806.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,9,8,2,1,0,0.1111111111111111,0.0,0,9.084256095825644,0,0,1,416.0,1,488,28,5,20,0,8,0.8888888888888888,UCF,Tech,Undergraduate,0.8438356164383561,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,449.0,0,1,1,1,10,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,31.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
28,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,113.0,1,2732,205,21,5,0,0,0.0,UCF,Tech,Grad/Other,0.07671232876712329,1
309,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,1350.0,0,244,55,4,15,0,0,0.0,UCF,Tech,Undergraduate,0.8465753424657534,1
39,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,39.0,0,3,2,2,2,0,0,0.0,UCF,Tech,Undergraduate,0.10684931506849316,1
306,4,4,2,2,0,0.5,0.0,0,9.084256095825644,0,0,1,469.0,0,12,8,3,11,0,2,0.5,UCF,Tech,Grad/Other,0.8383561643835616,1
307,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,791.0,1,0,0,0,14,0,0,0.0,UCF,Tech,Undergraduate,0.8410958904109589,0
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,319.0,1,1,1,1,12,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
307,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,304.0,0,10,6,3,3,0,0,0.0,UCF,Tech,Undergraduate,0.8410958904109589,1
54,2,2,2,2,0,1.0,0.0,0,9.084256095825644,0,0,1,59.0,0,2,2,2,1,0,0,0.0,UCF,Tech,Undergraduate,0.14794520547945206,1
308,4,4,1,4,0,1.0,0.0,0,9.084256095825644,0,1,1,399.0,0,0,0,0,10,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,942.0,0,0,0,0,1,0,0,0.0,Other,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
76,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,76.0,0,4,2,3,1,0,1,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
308,3,3,3,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8438356164383561,0
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,307.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,12,9,5,2,0,0.16666666666666666,0.0,0,9.084256095825644,0,0,1,657.0,0,32,3,2,8,0,10,0.8333333333333334,UCF,Tech,Undergraduate,0.8438356164383561,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,433.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,9,9,2,5,0,0.5555555555555556,0.0,0,9.084256095825644,0,0,1,449.0,0,7,2,1,4,0,4,0.4444444444444444,UCF,Tech,Grad/Other,0.8438356164383561,1
309,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,407.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8465753424657534,0
309,2,2,2,1,0,0.5,0.0,0,9.084256095825644,0,1,1,794.0,0,0,0,0,6,0,1,0.5,UCF,Tech,Undergraduate,0.8465753424657534,0
28,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,803.0,1,1,1,1,8,0,0,0.0,UCF,Tech,Undergraduate,0.07671232876712329,1
