member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_workshops_year,n_socials_year,workshop_ratio,social_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,y_paid_dues,n_other_events,other_ratio,school_grouped,major_grouped,level_grouped,tenure_years,is_discord_active
54,4,4,2,3,0,0.75,0.0,0,9.084256095825644,0,1,1,224.0,0,1,1,1,8,0,1,0.25,UCF,Tech,Undergraduate,0.14794520547945206,1
309,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,785.0,0,11,8,3,4,0,0,0.0,UCF,Tech,Undergraduate,0.8465753424657534,1
306,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,0
307,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,497.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8410958904109589,0
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,317.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,3,2,1,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,0,1,670.0,1,37,19,3,12,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8438356164383561,1
306,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,0
307,2,2,2,1,0,0.5,0.0,0,9.084256095825644,0,0,1,438.0,1,1,1,1,13,0,1,0.5,UCF,Tech,Grad/Other,0.8410958904109589,1
308,10,10,8,3,0,0.3,0.0,0,9.084256095825644,0,0,1,389.0,0,222,31,5,4,0,7,0.7,UCF,Tech,Undergraduate,0.8438356164383561,1
307,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,462.0,0,5,3,2,5,0,2,1.0,UCF,Tech,Undergraduate,0.8410958904109589,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,446.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,741.0,0,0,0,0,9,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
299,5,5,2,1,0,0.2,0.0,0,9.084256095825644,0,0,1,301.0,0,86,10,5,7,0,4,0.8,UCF,Tech,Undergraduate,0.8191780821917808,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,1168.0,0,17,5,2,3,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,672.0,0,0,0,0,3,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,162.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
64,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,794.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.17534246575342466,0
308,3,3,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,301.0,0,2,2,2,6,0,3,1.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,661.0,0,7,2,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,415.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
307,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8410958904109589,0
306,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,304.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,621.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
298,3,3,2,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,0,1,493.0,0,3,3,2,4,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8164383561643835,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,1,1,799.0,0,0,0,0,5,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,308.0,0,1,1,1,2,0,0,0.0,Other,Tech,Undergraduate,0.8,1
307,3,3,2,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.8410958904109589,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,511.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,304.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,813.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Grad/Other,0.8438356164383561,0
306,8,7,3,5,0,0.625,0.0,0,9.084256095825644,0,0,1,438.0,1,11,5,2,5,0,3,0.375,UCF,Tech,Undergraduate,0.8383561643835616,1
308,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,0,1,304.0,0,1,1,1,6,0,1,0.5,UCF,Tech,Undergraduate,0.8438356164383561,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,431.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,0
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,411.0,0,12,1,1,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,431.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
28,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,34.0,0,1,1,1,2,0,0,0.0,UCF,Tech,Undergraduate,0.07671232876712329,1
309,3,3,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,20.0,0,149,23,9,16,0,3,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
307,4,4,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,438.0,1,4,3,2,6,0,4,1.0,UCF,Tech,Undergraduate,0.8410958904109589,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,707.0,0,0,0,0,7,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,154.0,0,1,1,1,3,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
306,6,5,2,1,0,0.16666666666666666,0.0,0,9.084256095825644,0,0,1,319.0,0,1,1,1,3,0,5,0.8333333333333334,UCF,Tech,Grad/Other,0.8383561643835616,1
308,4,4,2,4,0,1.0,0.0,0,9.084256095825644,0,0,1,357.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,432.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,354.0,0,2,1,2,1,0,0,0.0,Other,Tech,Undergraduate,0.8438356164383561,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,312.0,0,11,5,4,5,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
307,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,430.0,0,21,4,2,7,0,0,0.0,UCF,Tech,Undergraduate,0.8410958904109589,1
306,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,449.0,0,2,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,1
306,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,0
308,7,6,2,2,0,0.2857142857142857,0.0,0,9.084256095825644,0,0,1,399.0,0,0,0,0,2,0,5,0.7142857142857143,UCF,Tech,Undergraduate,0.8438356164383561,0
298,3,3,3,0,0,0.0,0.0,0,9.084256095825644,0,0,1,302.0,0,1,1,1,2,0,3,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,75.0,0,1,1,1,12,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
84,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,83.0,0,1,1,1,16,0,1,1.0,UCF,Tech,Undergraduate,0.23013698630136986,1
292,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,449.0,0,3,1,1,9,0,0,0.0,UCF,Tech,Undergraduate,0.8,1
83,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,85.0,0,3,2,3,4,0,0,0.0,UCF,Tech,Grad/Other,0.2273972602739726,1
309,3,3,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,628.0,0,4,3,1,16,0,3,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,790.0,0,0,0,0,11,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
308,2,2,1,1,0,0.5,0.0,0,9.084256095825644,0,0,1,206.0,0,1,1,1,1,0,1,0.5,UCF,Tech,Undergraduate,0.8438356164383561,1
309,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,810.0,0,0,0,0,13,0,0,0.0,UCF,Tech,Undergraduate,0.8465753424657534,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,853.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
28,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,77.0,1,3,3,2,10,0,0,0.0,UCF,Other,Undergraduate,0.07671232876712329,1
309,3,2,1,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,0,1,929.0,0,3,2,2,7,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8465753424657534,1
309,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,811.0,0,1,1,1,14,0,0,0.0,UCF,Tech,Undergraduate,0.8465753424657534,1
308,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,778.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,11,11,3,7,0,0.6363636363636364,0.0,0,9.084256095825644,0,0,1,438.0,1,69,27,2,28,0,4,0.36363636363636365,UCF,Tech,Undergraduate,0.8438356164383561,1
309,5,5,4,1,0,0.2,0.0,0,9.084256095825644,0,1,1,430.0,0,0,0,0,5,0,4,0.8,UCF,Tech,Undergraduate,0.8465753424657534,0
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,402.0,0,1,1,1,3,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
309,5,5,1,2,0,0.4,0.0,0,9.084256095825644,0,1,1,419.0,0,0,0,0,10,0,3,0.6,UCF,Tech,Undergraduate,0.8465753424657534,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,300.0,0,1,1,1,5,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,851.0,0,0,0,0,7,0,1,1.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,9,9,3,5,0,0.5555555555555556,0.0,0,9.084256095825644,0,0,1,846.0,1,1,1,1,18,0,4,0.4444444444444444,UCF,Tech,Undergraduate,0.8438356164383561,1
309,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,430.0,0,0,0,0,13,0,2,1.0,UCF,Tech,Undergraduate,0.8465753424657534,0
309,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,2265.0,0,12,2,1,13,0,0,0.0,UCF,Tech,Grad/Other,0.8465753424657534,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,641.0,0,11,2,1,7,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,257.0,0,10,2,2,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
308,3,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1166.0,0,2,1,1,9,0,3,1.0,UCF,Tech,Grad/Other,0.8438356164383561,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
292,6,6,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,433.0,0,3,3,3,4,0,6,1.0,UCF,Tech,Undergraduate,0.8,1
298,23,22,4,8,1,0.34782608695652173,0.043478260869565216,0,9.084256095825644,0,0,1,793.0,1,49,17,4,22,0,14,0.6086956521739131,UCF,Tech,Undergraduate,0.8164383561643835,1
309,41,37,10,14,2,0.34146341463414637,0.04878048780487805,0,9.084256095825644,0,0,1,1020.0,1,442,119,11,29,0,25,0.6097560975609756,UCF,Tech,Undergraduate,0.8465753424657534,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,307.0,0,32,16,3,15,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
309,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,437.0,0,0,0,0,8,0,2,1.0,UCF,Tech,Undergraduate,0.8465753424657534,0
308,4,4,1,4,0,1.0,0.0,0,9.084256095825644,0,1,1,438.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
76,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,207.0,0,9,4,4,10,0,0,0.0,UCF,Tech,Undergraduate,0.20821917808219179,1
306,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,304.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8383561643835616,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,182.0,0,1,1,1,3,0,0,0.0,UCF,Tech,Grad/Other,0.1917808219178082,1
293,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,443.0,0,3949,279,13,12,0,2,1.0,UCF,Tech,Undergraduate,0.8027397260273973,1
306,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,420.0,0,0,0,0,3,0,1,1.0,UCF,Tech,Undergraduate,0.8383561643835616,0
309,3,3,1,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,0,1,1167.0,0,208,70,6,13,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8465753424657534,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1523.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Grad/Other,0.8438356164383561,0
309,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1487.0,0,21,6,4,19,0,0,0.0,UCF,Tech,Grad/Other,0.8465753424657534,1
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
309,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,381.0,1,18,5,2,7,0,1,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
295,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1538.0,0,0,0,0,14,0,0,0.0,UCF,Tech,Undergraduate,0.8082191780821918,0
309,3,3,1,1,0,0.3333333333333333,0.0,0,9.084256095825644,0,1,1,733.0,0,12,2,2,8,0,2,0.6666666666666666,UCF,Tech,Undergraduate,0.8465753424657534,1
294,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1178.0,0,0,0,0,4,0,0,0.0,UCF,Tech,Grad/Other,0.8054794520547945,0
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,655.0,0,0,0,0,3,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1151.0,0,0,0,0,6,0,0,0.0,Other,Tech,Grad/Other,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,813.0,0,0,0,0,11,0,0,0.0,UCF,Tech,Undergraduate,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,810.0,0,94,24,8,18,0,0,0.0,UCF,Tech,Undergraduate,0.8,1
299,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,1174.0,0,0,0,0,10,0,0,0.0,UCF,Tech,Undergraduate,0.8191780821917808,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1177.0,0,0,0,0,11,0,0,0.0,UCF,Tech,Grad/Other,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1161.0,0,0,0,0,3,0,0,0.0,UCF,Tech,Undergraduate,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,448.0,0,0,0,0,16,0,0,0.0,UCF,Tech,Undergraduate,0.8,0
309,2,2,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,478.0,0,1,1,1,11,0,2,1.0,UCF,Tech,Undergraduate,0.8465753424657534,1
298,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,407.0,0,2,1,1,5,0,2,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
292,3,3,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,813.0,0,0,0,0,1,0,3,1.0,UCF,Tech,Undergraduate,0.8,0
294,2,2,2,2,0,1.0,0.0,0,9.084256095825644,0,0,1,820.0,0,0,0,0,3,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
294,4,4,3,2,0,0.5,0.0,0,9.084256095825644,0,0,1,622.0,0,0,0,0,9,0,2,0.5,UCF,Tech,Undergraduate,0.8054794520547945,0
292,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,782.0,0,0,0,0,10,0,2,1.0,UCF,Tech,Undergraduate,0.8,0
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,406.0,0,0,0,0,2,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
297,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,783.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8136986301369863,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Other,Undergraduate,0.1917808219178082,0
292,5,5,2,1,0,0.2,0.0,0,9.084256095825644,0,0,1,662.0,0,0,0,0,11,0,4,0.8,UCF,Tech,Undergraduate,0.8,0
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,303.0,0,1,1,1,3,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,1,1,467.0,0,36,18,2,11,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,1
305,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,794.0,0,0,0,0,15,0,0,0.0,UCF,Tech,Undergraduate,0.8356164383561644,0
304,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,253.0,0,1,1,1,5,0,0,0.0,UCF,Tech,Undergraduate,0.8328767123287671,1
294,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,804.0,0,13,4,1,6,0,0,0.0,UCF,Tech,Grad/Other,0.8054794520547945,1
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
305,4,4,2,0,0,0.0,0.0,0,9.084256095825644,0,1,1,516.0,0,0,0,0,2,0,4,1.0,UCF,Tech,Undergraduate,0.8356164383561644,0
305,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,182.0,0,2,2,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8356164383561644,1
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,626.0,0,7,4,3,16,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,449.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
305,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,305.0,0,4,2,2,1,0,0,0.0,UCF,Tech,Undergraduate,0.8356164383561644,1
305,4,4,1,4,0,1.0,0.0,0,9.084256095825644,0,0,1,313.0,0,1,1,1,5,0,0,0.0,UCF,Tech,Undergraduate,0.8356164383561644,1
302,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,313.0,0,1,1,1,2,0,1,1.0,UCF,Tech,Undergraduate,0.8273972602739726,1
305,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,304.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Grad/Other,0.8356164383561644,1
295,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,307.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Undergraduate,0.8082191780821918,1
294,3,3,2,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,0,1,402.0,0,10,4,2,2,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.8054794520547945,1
294,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,767.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
304,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,402.0,0,0,0,0,1,0,0,0.0,Other,Tech,Undergraduate,0.8328767123287671,0
302,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,368.0,0,0,0,0,5,0,0,0.0,UCF,Tech,Undergraduate,0.8273972602739726,0
301,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,304.0,0,3,2,2,3,0,1,1.0,UCF,Tech,Undergraduate,0.8246575342465754,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,309.0,0,2,2,2,3,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
296,2,2,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,434.0,0,50,10,1,6,0,2,1.0,UCF,Tech,Undergraduate,0.810958904109589,1
28,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,49.0,1,1,1,1,24,0,0,0.0,Other,Other,Undergraduate,0.07671232876712329,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
300,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,606.0,0,4,2,2,6,0,0,0.0,UCF,Tech,Undergraduate,0.821917808219178,1
298,3,3,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,300.0,0,1,1,1,3,0,3,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
298,10,9,4,1,0,0.1,0.0,0,9.084256095825644,0,0,1,907.0,0,556,92,14,13,0,9,0.9,UCF,Tech,Undergraduate,0.8164383561643835,1
298,2,2,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,813.0,0,21,6,3,9,0,2,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
298,17,14,6,4,0,0.23529411764705882,0.0,0,9.084256095825644,0,1,1,438.0,1,192,71,11,21,0,13,0.7647058823529411,UCF,Tech,Undergraduate,0.8164383561643835,1
300,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,313.0,0,2,1,2,2,0,1,1.0,Other,Tech,Undergraduate,0.821917808219178,1
301,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,534.0,1,0,0,0,14,0,0,0.0,UCF,Tech,Undergraduate,0.8246575342465754,0
300,5,5,3,0,0,0.0,0.0,0,9.084256095825644,0,0,1,300.0,0,9,4,4,8,0,5,1.0,UCF,Tech,Undergraduate,0.821917808219178,1
299,4,3,2,2,0,0.5,0.0,0,9.084256095825644,0,1,1,1177.0,0,1,1,1,13,0,2,0.5,UCF,Tech,Undergraduate,0.8191780821917808,1
308,4,4,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,797.0,0,0,0,0,14,0,4,1.0,UCF,Tech,Grad/Other,0.8438356164383561,0
82,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,84.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.22465753424657534,1
289,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,291.0,0,1,1,1,4,0,0,0.0,UCF,Tech,Undergraduate,0.7917808219178082,1
289,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,800.0,0,8,5,2,11,0,0,0.0,UCF,Tech,Undergraduate,0.7917808219178082,1
298,5,5,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,662.0,0,9,1,1,4,0,5,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
298,3,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,473.0,0,1,1,1,9,0,3,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,0
298,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,298.0,0,1,1,1,2,0,1,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
